course_rating,assignments_per_week,attendance_required,professor_rating,sentiment_score,subject_area,units,hours_per_week,projects,midterms_count,final_exam,grading_strictness,student_percentage_estimate,drop_rate,failure_rate,difficulty_score,difficulty_level
1.0,2,1,1.0,-0.56,STEM,6,6,1,1,0,3.2,67.8,0.24,0.34,24.156948249812253,Medium
2.5,1,1,3.0,-0.7,Social Science,3,4,0,2,1,4.1,71.7,0.2,0.26,14.122145211039172,Medium
2.4,3,1,3.0,-0.9,STEM,9,12,1,1,1,3.6,73.0,0.23,0.33,29.98935038144491,Hard
4.1,3,1,5.0,0.79,STEM,9,12,1,2,1,4.8,58.1,0.29,0.4,34.20832005879452,Hard
2.0,4,0,3.0,-0.18,STEM,3,7,1,1,0,2.7,74.8,0.24,0.32,24.93927547622088,Hard
2.2,4,1,3.0,-0.7,Humanities,3,6,0,2,0,2.6,83.4,0.09,0.16,16.191421800684957,Medium
1.4,1,0,3.0,-0.52,Social Science,9,5,1,0,1,3.4,75.7,0.2,0.32,13.365470001472524,Easy
1.0,4,0,1.0,-1.0,STEM,9,12,1,1,1,1.7,75.3,0.16,0.28,31.90595087142502,Hard
1.7,1,1,2.0,-0.28,Humanities,9,7,1,0,1,2.5,71.6,0.21,0.27,15.10434933166474,Medium
1.5,3,0,3.0,-0.94,Humanities,9,8,1,2,1,2.2,77.6,0.04,0.08,17.099726049677027,Medium
1.0,3,0,2.0,-1.0,Social Science,12,13,1,0,0,4.4,62.5,0.3,0.4,25.424349239204105,Hard
1.0,2,0,1.0,-1.0,STEM,12,11,1,0,1,3.9,68.0,0.3,0.4,29.63873063406181,Hard
2.2,5,0,3.0,-0.2,STEM,9,12,1,2,0,4.7,59.9,0.25,0.37,36.650480615218996,Hard
3.4,5,0,4.0,0.43,STEM,6,7,0,0,1,2.6,80.4,0.1,0.12,12.939640322332464,Easy
5.0,4,0,5.0,0.57,Humanities,9,11,0,1,1,3.1,72.5,0.18,0.28,13.830416205799779,Medium
1.7,0,1,2.0,-0.89,Social Science,9,6,0,0,1,1.7,79.1,0.15,0.16,10.07908833518381,Easy
2.3,0,0,3.0,0.09,Social Science,9,7,0,2,0,3.2,82.7,0.14,0.23,7.764733022647051,Easy
1.0,5,1,1.0,-0.92,Social Science,3,8,1,1,0,3.1,69.3,0.19,0.29,24.45709743464133,Medium
4.3,5,1,4.0,0.66,Social Science,9,12,0,0,0,1.5,84.7,0.04,0.17,5.444413037573553,Easy
1.2,2,0,2.0,-1.0,Humanities,9,10,1,1,0,1.1,86.7,0.11,0.16,15.364042242160776,Medium
1.4,1,1,1.0,-1.0,Humanities,3,4,1,2,0,4.7,68.5,0.25,0.34,18.378824559900224,Medium
4.2,3,0,4.0,0.07,STEM,9,11,1,1,0,4.3,62.9,0.22,0.34,27.067838992969865,Hard
3.5,5,1,4.0,0.71,Social Science,9,13,0,2,0,3.0,73.2,0.24,0.29,21.256982836061344,Medium
2.1,2,0,2.0,-0.93,Humanities,12,13,0,2,1,2.2,76.7,0.17,0.24,21.496969647510287,Medium
3.3,0,0,4.0,1.0,Humanities,3,1,0,0,0,4.1,85.0,0.11,0.11,-4.940930987184262,Easy
2.1,1,1,3.0,-0.92,STEM,6,5,0,2,0,4.1,70.5,0.23,0.31,20.945823408781468,Medium
3.2,4,0,4.0,0.2,STEM,3,8,1,2,1,4.4,68.8,0.21,0.31,25.724979985891885,Hard
1.0,4,0,1.0,-1.0,Humanities,9,11,1,2,1,4.1,79.3,0.15,0.2,27.553887799252152,Hard
1.0,5,1,1.0,-0.96,Humanities,3,5,0,0,0,3.9,73.6,0.2,0.25,20.095192439667397,Medium
2.6,5,1,3.0,-0.38,STEM,3,10,1,1,0,1.2,74.4,0.19,0.27,26.16370278871497,Hard
2.7,0,0,3.0,0.87,Humanities,9,6,1,1,1,1.7,98.6,0.0,0.0,-4.5488426588414335,Easy
1.0,4,0,1.0,-0.82,Social Science,3,7,1,1,0,3.7,67.2,0.22,0.33,22.594939152910655,Medium
1.0,5,1,1.0,-0.46,Social Science,9,13,0,2,1,2.0,84.0,0.1,0.14,24.142150356597853,Medium
1.0,2,0,3.0,-0.5,Humanities,3,6,0,2,0,4.6,69.4,0.14,0.24,18.694138463885228,Medium
4.7,4,0,5.0,-0.45,STEM,3,9,0,1,1,4.6,57.8,0.3,0.4,32.75415490813887,Hard
3.5,2,1,4.0,0.29,Social Science,9,9,1,2,1,4.4,73.6,0.05,0.13,15.884903100808021,Medium
2.2,4,1,3.0,0.98,Humanities,12,13,1,0,1,3.2,75.8,0.19,0.26,19.09915398213582,Medium
1.0,1,1,1.0,-0.86,STEM,9,9,0,2,0,1.7,75.6,0.17,0.21,24.375575242207734,Medium
3.5,4,0,4.0,-0.0,Social Science,9,13,1,2,1,2.4,79.7,0.08,0.09,15.335629054431077,Medium
2.6,0,1,3.0,-0.04,Humanities,12,8,0,0,0,3.4,76.7,0.05,0.14,8.389296497823356,Easy
1.9,2,0,2.0,-0.78,Humanities,6,6,1,1,1,3.8,74.5,0.22,0.28,18.657555325134698,Medium
3.0,4,0,3.0,-0.45,STEM,6,10,0,1,0,2.0,74.4,0.2,0.22,21.900502563823142,Medium
2.7,0,1,3.0,0.44,STEM,9,8,1,1,0,1.2,81.1,0.16,0.18,9.052881462538389,Easy
1.0,5,1,2.0,-1.0,Humanities,9,11,0,0,1,4.4,63.7,0.23,0.4,28.022227135038268,Hard
1.0,2,0,2.0,-0.34,Humanities,6,4,0,1,1,3.5,76.1,0.11,0.21,13.566743622693366,Medium
1.2,3,1,2.0,-0.68,Humanities,9,8,1,1,1,4.1,67.2,0.21,0.32,23.21779547987575,Medium
2.0,3,1,3.0,0.7,Social Science,6,6,0,0,1,4.1,67.3,0.25,0.34,17.297742602936673,Medium
2.9,4,1,4.0,0.31,STEM,9,11,1,0,1,4.5,63.5,0.24,0.32,31.119127612775586,Hard
2.2,3,0,3.0,-0.64,Humanities,9,10,0,2,0,2.0,80.5,0.13,0.18,15.333242484470968,Medium
1.9,4,1,3.0,-0.53,Humanities,3,8,1,2,1,4.4,79.5,0.17,0.19,21.065193308817594,Medium
2.3,5,1,2.0,-0.23,Social Science,9,11,0,1,1,1.2,88.2,0.05,0.08,16.30495414707168,Medium
1.3,4,0,2.0,-0.62,Humanities,3,3,1,2,0,2.3,76.9,0.15,0.21,16.848278191032534,Medium
2.5,0,1,4.0,-0.66,Social Science,9,8,1,0,0,4.3,64.2,0.27,0.34,17.759119412878334,Medium
2.0,0,1,3.0,-0.68,Humanities,9,10,1,1,0,4.5,59.2,0.28,0.39,20.816588635685367,Medium
2.9,5,0,4.0,0.27,STEM,6,11,1,1,1,4.0,66.3,0.19,0.26,30.401021339315463,Hard
4.7,3,0,5.0,1.0,Social Science,9,11,1,1,1,1.2,84.4,0.04,0.13,4.888681830941383,Easy
2.9,0,0,3.0,-0.52,Social Science,9,7,0,1,0,1.0,64.7,0.24,0.33,10.753742344633263,Easy
4.1,0,1,5.0,0.47,Social Science,3,1,1,0,0,1.7,74.2,0.19,0.24,2.4739292858503825,Easy
3.2,5,0,4.0,0.41,STEM,6,12,0,2,1,3.5,65.0,0.23,0.37,31.076112888949723,Hard
4.3,0,1,5.0,0.42,STEM,3,4,1,2,0,4.5,52.0,0.24,0.34,23.616636297534015,Medium
2.9,2,1,3.0,-0.74,STEM,9,8,1,2,0,1.4,71.2,0.21,0.31,20.606090238193843,Medium
3.2,1,0,4.0,1.0,Social Science,6,4,0,2,0,3.1,78.3,0.18,0.22,3.7854246573540173,Easy
3.9,3,1,4.0,1.0,Social Science,9,12,0,0,0,1.5,86.1,0.11,0.16,3.8181772743735958,Easy
1.7,0,1,3.0,-0.74,Humanities,3,2,1,1,1,2.4,74.2,0.14,0.25,9.827580978789744,Easy
2.4,0,0,3.0,-1.0,STEM,9,5,0,1,0,3.1,71.3,0.19,0.25,13.740808922727535,Medium
3.3,5,0,4.0,0.56,Humanities,3,9,0,1,0,4.4,79.8,0.16,0.21,15.02271575884384,Medium
3.9,0,1,4.0,0.93,Social Science,3,2,0,0,1,2.0,82.3,0.18,0.19,-2.1486322179032284,Easy
4.1,4,1,4.0,-0.28,Social Science,9,11,1,0,1,3.4,66.7,0.25,0.38,21.714595530059437,Medium
1.0,4,0,2.0,-1.0,Humanities,3,8,0,1,0,1.8,90.0,0.07,0.08,15.119764349670339,Medium
2.1,5,1,3.0,-0.83,STEM,9,13,1,0,1,2.1,76.0,0.24,0.32,32.974654740813875,Hard
2.5,4,1,3.0,-1.0,Humanities,12,14,1,1,0,3.2,69.2,0.27,0.3,24.413083161163883,Medium
1.0,3,1,1.0,-0.71,Humanities,9,11,0,2,1,3.3,79.7,0.17,0.26,24.733542636182804,Hard
1.0,4,0,1.0,-1.0,Humanities,12,13,0,2,1,4.8,68.2,0.19,0.33,28.46806861164387,Hard
1.0,1,0,2.0,-1.0,Humanities,3,4,1,0,0,2.9,81.8,0.02,0.03,9.605621391238095,Easy
1.0,0,1,1.0,-1.0,STEM,9,7,0,2,1,4.2,65.3,0.25,0.33,25.176116526579502,Hard
1.9,2,0,3.0,-0.31,Social Science,12,10,1,0,0,4.7,67.5,0.16,0.28,18.429422529327496,Medium
1.2,5,0,2.0,-0.63,STEM,6,12,0,2,0,4.1,63.0,0.21,0.34,34.97264393323734,Hard
1.4,1,0,3.0,-0.21,STEM,3,4,1,2,1,4.4,67.5,0.15,0.25,19.969363871621255,Medium
4.8,2,0,5.0,1.0,STEM,9,10,1,1,1,1.8,72.3,0.18,0.27,13.131083029058514,Easy
1.0,4,0,1.0,-1.0,STEM,12,12,0,0,1,4.2,62.5,0.28,0.4,35.410380506770814,Hard
2.2,3,1,3.0,-0.22,Humanities,9,10,0,1,1,4.8,69.1,0.25,0.36,22.703029371019255,Medium
1.1,4,0,2.0,-0.66,Social Science,6,8,1,0,1,4.2,76.9,0.25,0.3,21.23367234348939,Medium
1.0,0,0,1.0,-1.0,Humanities,12,10,1,1,0,3.1,80.1,0.15,0.23,16.273360000314486,Medium
3.7,2,1,4.0,1.0,STEM,9,9,0,0,1,3.8,67.1,0.24,0.37,19.483927466453007,Medium
2.5,4,0,4.0,0.55,STEM,6,9,0,1,0,3.8,75.4,0.17,0.24,20.32092044621073,Medium
5.0,5,0,5.0,1.0,STEM,3,8,0,1,0,1.1,78.1,0.16,0.26,8.216509611193352,Easy
1.0,2,1,2.0,-1.0,STEM,6,7,1,0,0,3.8,64.6,0.3,0.4,27.30115880601076,Hard
1.9,4,0,3.0,-0.33,Humanities,9,13,0,1,1,2.8,75.6,0.26,0.33,22.657826268584294,Medium
1.0,3,0,1.0,-0.65,STEM,3,6,1,0,1,3.0,70.0,0.24,0.31,25.206562437457336,Hard
2.2,2,1,3.0,0.14,STEM,9,7,0,0,1,3.1,71.8,0.24,0.25,18.88104622979198,Medium
2.3,5,0,3.0,-0.49,Social Science,9,13,0,0,1,4.9,62.9,0.21,0.34,24.848461003350312,Hard
1.9,0,1,3.0,0.03,Humanities,9,6,1,1,1,3.8,76.1,0.22,0.28,13.218610895380287,Easy
3.1,2,0,4.0,0.15,STEM,9,9,0,1,1,3.1,74.9,0.16,0.19,16.759485893376105,Medium
1.0,4,1,1.0,-1.0,Social Science,9,12,0,2,1,1.8,87.7,0.09,0.15,23.53695865556017,Medium
1.0,0,0,2.0,-0.61,Social Science,9,5,0,2,1,1.5,80.6,0.05,0.1,10.30482949918564,Easy
1.5,3,0,2.0,-0.46,STEM,9,11,1,1,0,3.2,70.6,0.23,0.32,26.594100003571484,Hard
3.7,4,1,4.0,-0.03,STEM,9,12,0,0,1,1.8,82.8,0.2,0.27,19.56591491050357,Medium
1.0,5,0,1.0,-0.55,Social Science,3,9,1,0,0,2.9,74.1,0.19,0.34,21.890111730756615,Medium
3.1,0,0,4.0,0.07,STEM,3,5,1,1,0,1.6,83.1,0.14,0.2,2.419086153125674,Easy
3.1,0,1,4.0,0.06,STEM,3,3,0,2,0,3.8,70.3,0.25,0.35,16.317433516592235,Medium
2.9,5,1,3.0,-0.17,Social Science,3,8,0,1,0,3.5,75.9,0.18,0.26,19.597419846213636,Medium
1.5,3,0,2.0,-0.02,Social Science,9,8,0,1,0,4.6,62.8,0.29,0.37,21.81150766966674,Medium
5.0,1,1,5.0,1.0,Social Science,9,9,1,2,0,4.3,64.2,0.21,0.32,15.70623213209268,Medium
2.9,5,0,3.0,-0.59,STEM,12,15,1,2,1,3.9,60.6,0.26,0.37,38.51861628063919,Hard
1.0,3,0,1.0,-1.0,Humanities,3,4,0,2,1,1.3,92.6,0.02,0.04,13.552908954536592,Medium
2.9,1,1,3.0,0.08,STEM,12,9,1,0,0,1.8,82.3,0.08,0.15,7.4847623527880405,Easy
1.0,5,1,1.0,-1.0,Social Science,9,12,1,0,0,2.6,80.3,0.09,0.17,22.28973747453487,Medium
1.3,0,1,2.0,-1.0,STEM,9,6,0,0,0,3.3,65.9,0.21,0.29,19.085019868519023,Medium
3.2,3,1,3.0,-0.47,Social Science,9,10,1,2,1,4.2,61.7,0.16,0.35,24.83528976043789,Hard
1.2,1,0,2.0,-1.0,STEM,12,10,0,1,1,4.1,70.0,0.17,0.3,25.80511049590805,Hard
1.6,0,0,2.0,-0.84,Social Science,3,3,0,2,0,3.6,72.3,0.19,0.25,12.575158851433972,Easy
1.0,1,0,2.0,-1.0,Social Science,9,8,0,2,1,4.8,63.3,0.25,0.32,21.609966366973364,Medium
1.0,1,0,1.0,-0.92,STEM,3,3,0,2,1,3.0,59.8,0.3,0.39,22.101635219736806,Medium
1.2,1,0,2.0,-0.9,Social Science,9,7,0,2,1,3.1,70.8,0.13,0.27,18.315553987268768,Medium
4.4,0,0,4.0,0.05,STEM,12,9,1,0,0,2.6,75.6,0.13,0.2,6.6905802343932335,Easy
1.7,1,0,2.0,-0.89,STEM,9,6,1,1,1,2.9,68.9,0.23,0.31,21.349181993681793,Medium
4.5,0,0,5.0,0.5,STEM,9,6,1,1,0,1.2,76.4,0.18,0.32,4.081607331116948,Easy
3.7,4,1,4.0,0.44,STEM,9,11,0,0,0,1.7,62.6,0.23,0.32,25.439892788573587,Hard
3.4,2,1,4.0,-0.38,Social Science,9,9,0,2,1,2.6,75.8,0.17,0.26,15.568389974998697,Medium
2.1,3,0,3.0,-0.5,STEM,6,8,1,0,1,3.8,61.9,0.23,0.34,28.429617885306474,Hard
3.5,5,1,4.0,0.29,STEM,12,15,1,2,1,2.1,68.8,0.18,0.31,32.28146476866389,Hard
1.0,4,0,1.0,-1.0,Humanities,12,13,1,0,0,4.3,69.7,0.18,0.22,24.20354582146731,Medium
4.5,4,1,5.0,-0.26,STEM,9,12,0,1,1,4.3,66.5,0.26,0.4,30.534628317031725,Hard
1.0,3,1,2.0,-0.57,Social Science,9,12,1,2,0,3.5,73.9,0.23,0.32,25.09292067791744,Hard
4.7,5,1,5.0,1.0,Social Science,9,14,0,0,1,3.6,66.9,0.3,0.39,21.672469471060904,Medium
3.9,4,1,5.0,0.23,STEM,9,12,1,1,1,3.3,66.9,0.22,0.31,28.5208874772645,Hard
1.0,0,0,1.0,-0.28,Social Science,12,7,1,2,0,1.3,85.9,0.17,0.19,10.119260701681924,Easy
3.6,0,1,4.0,0.02,STEM,9,7,0,1,0,2.6,69.0,0.23,0.3,12.916426417992927,Easy
3.0,5,1,4.0,0.61,Social Science,9,12,0,0,0,3.5,80.0,0.2,0.21,16.157073676615486,Medium
3.2,4,1,4.0,0.36,Social Science,12,15,0,1,1,1.8,82.8,0.14,0.17,16.859122344846924,Medium
1.0,0,0,1.0,-1.0,Humanities,12,8,1,0,0,4.6,67.9,0.2,0.27,15.199484697356116,Medium
2.3,2,1,3.0,0.07,Social Science,3,6,1,0,1,5.0,62.5,0.27,0.34,19.856546320842444,Medium
1.0,2,1,1.0,-1.0,Humanities,3,5,1,1,0,4.1,77.2,0.17,0.16,19.504382625879593,Medium
1.8,2,0,2.0,-0.26,Social Science,3,5,1,0,1,3.8,70.3,0.17,0.21,12.56075062741007,Easy
2.1,5,1,3.0,-0.82,Humanities,3,8,1,0,1,2.0,74.3,0.25,0.35,22.044406570276816,Medium
3.5,0,1,3.0,0.16,STEM,9,7,0,2,0,1.3,87.6,0.06,0.11,2.6467436799499415,Easy
2.1,4,0,3.0,-0.24,Social Science,9,11,1,1,0,3.7,73.5,0.14,0.22,20.282700368719237,Medium
3.9,1,1,4.0,-0.98,Social Science,12,11,1,2,1,2.0,82.6,0.17,0.22,13.850093569163537,Medium
2.1,5,0,4.0,-0.48,STEM,3,8,0,1,1,3.7,61.7,0.22,0.4,31.894938983949046,Hard
2.8,4,1,3.0,-0.74,Humanities,3,7,0,0,0,2.7,81.5,0.05,0.09,11.70398867011573,Easy
2.7,1,0,3.0,-1.0,Social Science,3,3,1,1,1,3.5,72.7,0.16,0.25,9.799449080725097,Easy
3.1,1,0,4.0,1.0,Humanities,6,5,0,0,0,4.4,66.0,0.2,0.34,11.390970835153475,Easy
2.5,2,1,3.0,0.98,Social Science,9,9,1,2,1,1.8,80.5,0.12,0.17,10.425370095311726,Easy
1.0,1,1,1.0,-1.0,Social Science,3,4,0,2,1,4.9,63.4,0.3,0.39,22.31061440794328,Medium
3.3,2,0,4.0,0.55,Social Science,12,12,1,1,1,4.4,70.7,0.2,0.28,16.238493059756294,Medium
2.3,3,0,2.0,-0.26,STEM,9,10,1,1,1,2.0,74.3,0.12,0.22,19.88774253074262,Medium
3.4,2,1,4.0,-0.43,STEM,12,11,0,2,1,4.5,67.0,0.21,0.28,27.05157635927039,Hard
2.1,1,1,2.0,-1.0,Humanities,9,7,1,0,1,1.4,90.8,0.03,0.09,9.86344760627716,Easy
2.7,1,0,4.0,-0.71,STEM,3,7,1,0,0,4.7,66.0,0.28,0.37,20.901336479392757,Medium
1.5,5,1,2.0,-1.0,STEM,9,12,1,2,1,1.7,72.5,0.22,0.3,36.11373809867226,Hard
1.0,2,1,1.0,-1.0,Humanities,12,12,0,0,1,2.1,74.1,0.19,0.28,20.939349735178663,Medium
1.0,2,1,2.0,-1.0,Social Science,3,5,1,0,0,3.7,68.2,0.21,0.25,14.81635784405991,Medium
2.3,3,1,3.0,0.38,Humanities,12,10,1,2,1,3.0,84.9,0.11,0.12,13.28524190484194,Easy
2.7,5,0,4.0,0.44,STEM,9,12,1,2,1,4.9,59.6,0.28,0.4,39.24387156272854,Hard
2.7,1,1,3.0,0.09,STEM,9,8,0,2,1,4.3,57.3,0.26,0.4,28.596999668590836,Hard
1.5,2,1,2.0,-1.0,STEM,9,8,0,1,1,3.2,69.7,0.22,0.3,26.791572126811598,Hard
2.1,0,0,3.0,0.33,Humanities,3,3,1,2,0,3.3,78.9,0.16,0.28,9.140781438131796,Easy
1.0,1,0,1.0,-1.0,STEM,9,7,1,2,1,2.2,76.7,0.1,0.18,22.479813057318083,Medium
1.7,4,0,2.0,-0.9,STEM,6,9,0,1,1,3.1,71.3,0.14,0.24,25.397153649655596,Hard
3.7,5,1,4.0,-0.46,Humanities,6,9,0,2,1,2.8,83.2,0.05,0.11,16.458875385940324,Medium
2.7,0,1,4.0,-0.72,Social Science,12,8,1,0,1,4.3,66.9,0.21,0.3,17.002204259265998,Medium
3.5,4,1,4.0,-1.0,Humanities,9,12,1,1,0,2.0,73.0,0.25,0.35,20.721576622760892,Medium
1.4,2,0,2.0,-0.13,Humanities,12,10,0,1,1,3.5,83.9,0.09,0.11,13.995268652280226,Medium
