course_rating,assignments_per_week,attendance_required,professor_rating,sentiment_score,subject_area,units,hours_per_week,projects,midterms_count,final_exam,grading_strictness,student_percentage_estimate,drop_rate,failure_rate,difficulty_score,difficulty_level
1.3,5,0,2.3,-0.53,STEM,9,13,1,1,1,1.4,75.6,0.1,0.22,25.34424749584364,Hard
1.5,2,1,4.0,-1.0,Humanities,6,7,1,2,1,4.2,76.9,0.08,0.19,17.51525763376379,Medium
1.0,5,1,1.0,-1.0,Humanities,3,8,1,0,0,4.3,72.2,0.16,0.27,23.217023347423268,Hard
1.0,2,1,1.8,-1.0,STEM,12,12,1,0,1,2.2,70.5,0.16,0.22,20.569226346698784,Hard
2.0,4,1,3.3,0.58,Social Science,9,10,1,0,1,1.1,86.6,0.07,0.13,8.164514818046936,Easy
1.0,3,0,2.9,-0.24,Social Science,9,11,0,0,1,1.9,90.1,0.1,0.11,9.722682866074713,Easy
2.3,0,1,4.9,0.54,STEM,6,3,1,0,0,1.8,79.5,0.12,0.18,-0.16882065670561086,Easy
1.0,1,1,2.5,-0.44,Social Science,9,9,1,2,0,4.7,62.5,0.3,0.4,19.89420186096951,Hard
1.4,3,1,2.8,-1.0,Humanities,9,9,1,0,0,4.0,78.7,0.18,0.21,17.28791855330034,Medium
2.2,5,0,3.2,-0.36,STEM,3,9,0,0,0,1.9,77.8,0.08,0.11,17.28817858306849,Medium
1.0,3,0,2.3,0.23,Social Science,3,6,0,1,1,1.7,84.9,0.08,0.14,10.367166935770296,Easy
3.1,1,1,4.9,0.18,Humanities,9,7,0,0,0,3.3,78.3,0.17,0.19,5.234909425137641,Easy
1.0,1,0,1.1,-1.0,Humanities,3,5,0,1,1,4.6,71.6,0.2,0.26,16.39276125884236,Medium
2.9,2,0,4.6,1.0,Humanities,9,7,1,2,0,1.7,82.8,0.16,0.25,1.9966554322324652,Easy
2.8,2,1,4.9,0.2,STEM,9,9,1,0,1,1.2,76.2,0.2,0.29,11.260943376014596,Easy
2.2,1,0,4.8,0.55,Social Science,9,7,1,1,0,3.5,56.0,0.3,0.4,15.063025343697042,Medium
2.4,2,1,3.9,-0.14,STEM,3,4,0,2,0,2.9,67.2,0.16,0.28,17.323423133802827,Medium
1.0,4,1,1.6,-1.0,STEM,3,6,0,1,0,3.8,70.2,0.19,0.27,27.193635315642197,Hard
1.0,0,0,2.4,0.12,Social Science,6,4,0,1,1,4.7,71.4,0.21,0.27,11.308072759941822,Easy
1.2,4,1,2.6,-1.0,Social Science,12,13,0,0,0,1.9,73.4,0.23,0.28,17.94766145122145,Medium
2.8,1,0,4.4,1.0,Humanities,12,9,1,0,0,1.6,85.4,0.05,0.09,-1.3866820169524474,Easy
1.9,3,1,3.1,-0.02,Humanities,12,11,1,1,1,1.1,85.4,0.09,0.17,8.998445104150349,Easy
1.0,1,1,2.4,-0.72,Social Science,9,8,0,0,1,1.6,79.5,0.16,0.3,11.589097342319874,Easy
1.1,5,1,4.5,0.04,STEM,9,13,0,1,0,3.4,64.7,0.26,0.4,31.126323553779887,Hard
1.0,1,0,2.5,-0.74,STEM,12,9,1,1,1,3.3,72.6,0.17,0.25,18.6668751161969,Medium
1.0,2,0,2.6,-0.22,Humanities,12,11,1,0,0,3.6,78.9,0.09,0.2,11.89460502977595,Easy
1.7,3,0,4.1,-0.44,STEM,12,12,1,0,0,2.7,69.9,0.2,0.32,19.035308072413567,Medium
1.0,2,1,3.9,-0.22,Social Science,3,7,0,2,0,3.4,67.3,0.27,0.39,18.987669165531845,Medium
1.5,4,1,3.6,-0.8,STEM,9,13,0,0,1,4.9,53.5,0.28,0.4,32.4905703098586,Hard
1.1,4,0,2.0,-0.34,STEM,6,10,0,0,1,1.2,75.7,0.15,0.23,20.859563565970085,Hard
1.0,1,0,3.7,-0.38,Humanities,9,7,1,0,0,4.7,71.3,0.24,0.3,10.96324137008651,Easy
2.0,2,1,4.1,-0.31,STEM,9,10,1,1,0,3.8,74.3,0.09,0.16,14.993512338512573,Medium
1.8,2,0,5.0,0.41,STEM,6,7,0,2,0,3.8,65.3,0.2,0.36,20.354370363336464,Hard
1.0,2,0,1.1,-1.0,STEM,12,12,0,1,1,4.8,66.3,0.23,0.3,24.663977640553565,Hard
1.0,3,0,2.8,-1.0,Humanities,9,9,1,0,1,1.9,81.6,0.14,0.17,14.84436803117209,Medium
1.0,4,0,1.8,-1.0,STEM,9,10,0,2,0,2.2,64.3,0.19,0.28,25.578224641320222,Hard
1.0,2,0,1.4,-0.45,Humanities,12,11,0,1,0,4.1,63.7,0.24,0.4,19.368282386794252,Hard
1.6,5,1,3.4,-0.99,STEM,9,13,0,0,0,1.3,74.3,0.19,0.25,24.271020376892512,Hard
1.0,5,0,1.7,-0.65,STEM,3,7,0,2,0,3.8,68.9,0.24,0.33,30.5799355504927,Hard
1.0,0,0,1.6,-1.0,STEM,9,8,0,1,1,4.4,65.9,0.11,0.26,18.795388305530143,Medium
1.5,1,1,4.0,-0.07,Humanities,3,5,1,1,1,2.1,75.6,0.17,0.29,12.079624119008269,Easy
1.0,1,0,1.1,-1.0,Social Science,12,9,1,0,0,2.1,76.2,0.17,0.2,12.25350011384288,Easy
1.0,1,1,1.1,-1.0,STEM,3,2,1,1,0,4.4,54.9,0.29,0.4,22.330934084127367,Hard
1.0,0,0,1.3,-0.66,STEM,3,3,0,0,1,5.0,63.8,0.23,0.33,18.795963260244957,Medium
1.1,0,0,3.3,0.23,STEM,9,6,0,1,0,4.0,61.9,0.3,0.4,16.766527528614024,Medium
2.3,2,0,3.4,-0.82,STEM,12,10,0,2,1,2.4,67.7,0.22,0.27,18.915295110644816,Medium
1.3,1,1,3.5,0.24,Humanities,9,8,1,0,0,4.8,72.0,0.14,0.27,12.582686271198268,Easy
1.4,5,0,3.8,-0.37,Social Science,9,12,0,1,0,2.8,83.0,0.15,0.16,14.955502608149606,Medium
1.0,1,0,2.2,-1.0,Humanities,9,6,0,2,0,3.7,74.4,0.15,0.23,15.46508714927328,Medium
1.6,2,1,3.9,0.57,STEM,12,10,0,1,1,3.8,66.8,0.2,0.32,19.853054814795147,Hard
1.0,2,0,2.2,-1.0,STEM,12,11,0,2,1,2.0,76.6,0.29,0.3,24.91188624689059,Hard
1.0,0,0,2.6,-0.73,Social Science,9,6,1,0,1,3.1,67.4,0.29,0.33,11.443576657531796,Easy
1.7,0,0,2.6,0.26,Social Science,9,6,0,2,0,3.2,68.8,0.19,0.24,8.846863247846551,Easy
1.3,0,0,2.9,-0.1,Social Science,3,2,0,1,0,1.9,66.2,0.25,0.33,6.847771931246458,Easy
2.3,3,1,3.7,0.05,Social Science,9,10,0,1,0,2.1,72.0,0.17,0.26,14.463240454811622,Medium
1.0,4,1,1.1,-1.0,Social Science,9,11,0,2,1,2.4,81.8,0.18,0.23,22.778975215421692,Hard
1.0,2,0,2.1,-1.0,Humanities,9,9,0,1,1,1.2,99.5,0.0,0.0,10.22807758456735,Easy
1.0,3,1,1.3,-1.0,Social Science,3,6,1,2,0,1.9,68.5,0.22,0.29,18.944956003533285,Medium
1.8,4,0,3.2,-0.21,Social Science,9,11,1,2,1,1.8,80.9,0.05,0.12,13.49169712600614,Medium
1.8,3,1,3.4,0.03,Social Science,9,10,0,2,1,2.0,75.7,0.15,0.22,14.036514430743006,Medium
3.5,2,1,5.0,0.79,STEM,3,3,1,0,0,2.5,63.4,0.28,0.4,16.26524401859618,Medium
2.1,5,0,4.5,-0.52,STEM,9,13,1,1,0,3.4,69.7,0.2,0.27,25.623923222157533,Hard
2.2,0,0,4.1,0.39,Humanities,9,6,1,2,0,3.6,78.2,0.19,0.23,6.06969744943793,Easy
2.0,4,0,4.9,0.01,Humanities,9,12,1,1,0,4.9,76.2,0.13,0.19,16.323054813070918,Medium
1.6,4,0,4.4,0.1,Social Science,12,16,0,1,0,5.0,71.1,0.19,0.25,18.57459192658844,Medium
1.5,0,1,3.1,-0.34,Social Science,9,8,0,1,0,1.9,79.7,0.22,0.23,7.9064683821262784,Easy
1.0,2,0,2.9,-0.73,Social Science,9,10,0,1,1,1.7,80.5,0.01,0.08,11.39820441121404,Easy
1.0,1,1,1.7,-0.76,Humanities,9,8,1,2,1,4.9,73.2,0.14,0.19,17.363447336651827,Medium
1.5,1,0,5.0,-0.1,STEM,9,7,1,0,0,4.7,70.5,0.22,0.3,13.584613915936362,Medium
1.2,1,0,2.3,-0.46,Humanities,6,6,0,0,0,1.5,83.5,0.04,0.08,5.07437079905388,Easy
1.0,4,0,2.2,-0.12,Social Science,9,12,1,1,0,4.0,75.1,0.11,0.2,19.001534041769673,Medium
2.9,2,0,4.0,-0.03,Social Science,6,8,0,2,0,2.8,87.2,0.01,0.0,2.934237411927114,Easy
1.0,1,1,1.3,-0.53,Humanities,3,2,0,2,0,3.0,83.6,0.13,0.18,11.984391968712382,Easy
1.0,4,1,1.7,-0.49,Humanities,3,8,0,0,0,2.7,76.6,0.1,0.17,17.05042177280863,Medium
1.4,1,0,3.0,-0.37,Humanities,9,8,0,0,0,4.9,77.2,0.18,0.25,11.626273947089587,Easy
1.6,0,0,3.4,1.0,Social Science,9,7,0,2,1,3.7,74.8,0.16,0.27,8.11823080554833,Easy
1.0,4,0,1.7,-1.0,Social Science,3,7,1,0,0,3.0,68.6,0.19,0.22,18.871651847572306,Medium
1.6,2,1,2.6,-1.0,Social Science,9,8,0,0,0,3.3,67.8,0.26,0.4,17.14537432563737,Medium
2.2,2,0,3.9,-0.62,Humanities,6,6,0,1,0,3.4,86.9,0.07,0.13,8.02232796252732,Easy
1.0,4,1,1.6,-1.0,Social Science,12,15,1,2,0,3.3,71.3,0.08,0.14,21.62656655263411,Hard
2.8,3,1,4.6,-0.51,Social Science,6,9,0,0,0,1.8,83.7,0.06,0.14,8.139777975321532,Easy
1.7,5,1,3.7,0.55,STEM,12,17,1,2,1,3.8,64.8,0.21,0.31,33.95296382513846,Hard
1.0,1,0,1.4,-1.0,Social Science,3,2,0,0,0,2.0,81.5,0.15,0.26,8.17710194193338,Easy
1.6,1,1,2.7,-0.46,STEM,3,5,0,1,0,1.3,77.0,0.15,0.14,8.383011134549463,Easy
1.0,3,0,2.0,-0.43,Humanities,9,9,1,2,1,2.4,76.8,0.2,0.28,17.318484150235065,Medium
2.6,1,1,5.0,-0.22,STEM,6,5,1,1,1,2.4,71.3,0.16,0.29,13.195895585538732,Medium
1.0,0,1,1.5,-1.0,STEM,9,7,1,2,1,1.5,80.7,0.21,0.28,17.865427961936906,Medium
1.0,3,0,2.5,-1.0,Social Science,9,10,1,1,0,2.6,82.8,0.07,0.16,16.86139962062243,Medium
1.7,4,1,2.2,-1.0,Humanities,9,15,0,0,1,2.7,80.6,0.13,0.23,22.147452037198896,Hard
1.6,0,1,3.6,-0.93,STEM,12,9,1,1,0,2.7,78.3,0.14,0.23,13.41148750492242,Medium
2.4,0,1,4.7,0.08,Humanities,9,8,0,1,1,3.2,74.6,0.18,0.26,10.277830806527792,Easy
2.2,0,1,4.3,-0.11,Humanities,3,1,1,1,1,2.8,85.4,0.08,0.06,2.90081295697576,Easy
1.0,1,1,1.7,-0.39,Social Science,3,2,1,0,0,1.3,78.1,0.29,0.29,9.088824233947665,Easy
2.0,4,1,2.9,-0.1,Social Science,3,5,0,1,0,1.4,83.2,0.04,0.14,11.315280070351829,Easy
1.0,1,0,1.8,-1.0,Humanities,3,2,1,2,1,3.4,77.9,0.18,0.23,15.220032344663181,Medium
1.0,1,0,1.1,-0.86,Humanities,12,9,0,2,1,3.7,76.6,0.15,0.21,14.77189856150995,Medium
1.0,3,0,1.3,-0.71,Social Science,3,6,1,2,0,1.3,81.7,0.1,0.17,15.625352794126847,Medium
2.9,5,0,4.7,0.51,Social Science,9,13,0,2,1,4.3,77.7,0.18,0.29,17.36841610178246,Medium
1.8,4,0,4.0,-0.03,Humanities,3,7,1,2,1,3.9,70.7,0.2,0.33,20.624285095863463,Hard
1.0,2,1,1.0,-0.99,Humanities,3,5,1,1,1,2.7,80.8,0.17,0.26,17.288619428656755,Medium
1.0,1,0,1.6,-0.98,Humanities,9,6,1,1,1,4.4,75.0,0.16,0.31,16.13088334682163,Medium
2.0,4,1,3.6,-0.1,STEM,3,5,0,2,0,3.1,74.0,0.2,0.26,20.050274912624158,Hard
2.5,3,0,3.8,-0.17,Humanities,12,12,1,2,1,1.5,83.2,0.14,0.16,11.907216824295421,Easy
1.7,1,1,4.7,0.14,STEM,9,8,1,1,1,3.1,64.2,0.25,0.4,21.382715651010766,Hard
1.6,5,1,4.2,-0.22,STEM,3,10,0,0,0,1.0,84.1,0.19,0.26,17.55338533047947,Medium
1.0,4,1,2.1,-0.7,Social Science,3,6,1,0,1,4.9,71.7,0.21,0.33,22.448622842195913,Hard
1.0,0,1,3.2,-0.08,STEM,9,8,1,1,0,4.4,57.5,0.26,0.4,21.136601296933318,Hard
1.0,0,0,2.1,-1.0,STEM,9,6,1,1,1,3.3,62.1,0.29,0.39,20.798835529020412,Hard
1.2,1,0,2.4,-0.19,Social Science,9,9,0,2,0,1.0,90.1,0.08,0.12,7.116814969065734,Easy
1.7,3,1,4.7,0.11,STEM,12,10,0,1,0,4.2,61.3,0.3,0.38,25.187933171172844,Hard
1.0,0,1,1.4,-1.0,STEM,3,3,0,1,0,1.8,74.6,0.2,0.32,14.648259043306094,Medium
2.6,4,1,4.8,0.09,Humanities,9,12,1,1,0,2.4,77.6,0.14,0.23,13.586999595607438,Medium
1.3,3,1,3.0,-0.18,Social Science,3,8,0,1,0,3.0,71.3,0.13,0.17,13.969320410602263,Medium
1.1,3,1,1.4,-0.68,STEM,9,9,1,1,1,1.8,79.2,0.12,0.26,22.248624006321585,Hard
1.0,5,0,1.9,-1.0,Social Science,9,13,0,1,0,2.0,83.1,0.14,0.16,20.555167371468684,Hard
2.3,4,0,4.7,0.29,Humanities,6,7,0,1,0,3.3,73.0,0.15,0.26,13.0052437182924,Medium
2.9,5,0,3.4,0.03,STEM,9,10,1,2,1,2.3,80.2,0.13,0.23,20.209913256605567,Hard
2.5,1,0,4.7,0.23,STEM,9,9,1,0,0,2.5,76.7,0.21,0.19,6.771095353033012,Easy
2.4,3,1,2.6,0.12,STEM,12,12,1,1,0,1.2,92.4,0.02,0.0,8.07141750966321,Easy
1.0,1,1,4.4,-0.47,Humanities,12,10,1,2,0,3.6,68.6,0.24,0.27,16.0320007647839,Medium
1.0,3,0,1.4,-0.74,STEM,9,10,0,2,1,2.6,76.7,0.1,0.22,24.573142038018094,Hard
1.0,4,1,1.6,-0.82,Humanities,3,7,0,2,0,3.0,78.8,0.07,0.13,18.63514499406392,Medium
2.5,4,0,4.8,0.06,Social Science,9,10,0,2,1,4.6,74.0,0.19,0.3,16.348055702720984,Medium
1.0,0,0,1.3,-1.0,Social Science,9,7,1,0,0,3.3,78.1,0.13,0.15,10.552994599289937,Easy
1.0,3,0,2.5,-0.82,Social Science,9,11,1,2,1,4.1,69.4,0.27,0.38,23.25192081977655,Hard
1.6,4,0,3.9,0.02,Social Science,3,7,0,0,1,2.6,70.7,0.21,0.32,16.931273004846975,Medium
1.0,5,0,1.7,-1.0,STEM,12,16,1,0,0,3.5,70.1,0.17,0.23,30.85861605638625,Hard
1.1,0,1,2.4,-0.09,Humanities,12,8,1,1,0,2.4,81.1,0.04,0.06,5.966589272367295,Easy
1.1,5,1,2.1,-1.0,Social Science,9,12,1,1,0,2.7,74.8,0.23,0.33,23.76727610197374,Hard
1.6,4,0,3.5,-0.21,STEM,3,6,1,0,0,1.1,87.8,0.09,0.11,10.497898829665077,Easy
1.0,4,1,1.1,-1.0,Humanities,9,9,0,1,0,3.7,76.5,0.19,0.23,20.010998820540117,Hard
1.7,0,1,3.8,-0.1,STEM,9,7,1,2,1,1.3,83.9,0.06,0.11,6.858718538744942,Easy
1.2,3,0,1.2,-1.0,STEM,9,10,0,0,1,1.3,83.7,0.16,0.2,20.130607108504027,Hard
2.5,3,1,3.4,0.9,STEM,9,8,0,2,1,1.7,78.8,0.16,0.31,12.555511403957588,Easy
1.2,4,0,4.8,0.12,STEM,6,9,0,0,1,4.3,62.4,0.23,0.36,24.701764360182693,Hard
1.0,1,1,3.4,0.37,Social Science,9,6,1,2,1,4.3,62.3,0.27,0.33,18.817509260590906,Medium
1.0,2,1,3.0,-1.0,Social Science,12,10,1,2,1,3.3,71.2,0.09,0.18,18.27236879442264,Medium
2.2,4,1,4.4,0.61,STEM,12,13,0,0,0,1.3,84.8,0.15,0.16,9.506445119025312,Easy
