course_rating,assignments_per_week,attendance_required,professor_rating,sentiment_score,subject_area,units,hours_per_week,projects,midterms_count,final_exam,grading_strictness,student_percentage_estimate,drop_rate,failure_rate,difficulty_score,difficulty_level
2.0,5,0,2.0,-1.0,Social Science,3,8,0,2,1,2.4,83.2,0.1,0.23,18.875931486260306,Medium
1.0,5,0,2.0,-0.97,STEM,3,8,0,0,0,4.2,68.0,0.21,0.31,28.06514745839098,Hard
1.3,4,1,2.0,-0.57,STEM,9,12,0,2,0,4.2,61.1,0.28,0.4,37.5138537966946,Hard
1.0,4,0,1.0,-1.0,Social Science,9,12,1,0,0,3.0,75.3,0.19,0.27,21.700584477191732,Medium
4.1,1,0,4.0,-0.04,STEM,9,7,1,2,1,4.5,56.9,0.26,0.4,27.046529927619304,Hard
1.0,2,0,1.0,-0.93,STEM,12,9,0,2,0,2.2,81.7,0.12,0.16,18.787209496329766,Medium
4.2,4,0,4.0,0.17,Humanities,3,8,0,1,1,3.1,84.3,0.18,0.2,10.795066859834556,Easy
1.8,4,1,3.0,-0.7,Social Science,9,10,0,1,1,1.1,81.6,0.13,0.2,17.05184570781991,Medium
1.0,5,0,1.0,-0.62,Humanities,3,8,1,0,1,1.5,79.6,0.12,0.21,21.344221857819267,Medium
2.2,3,0,3.0,-0.64,Humanities,9,10,0,2,0,2.0,80.5,0.13,0.18,14.841482296343958,Medium
3.2,0,0,4.0,0.12,Humanities,3,2,0,0,1,3.3,75.9,0.22,0.33,5.596134054134958,Easy
1.5,0,1,2.0,-0.93,STEM,6,3,1,1,0,1.7,79.2,0.16,0.19,13.275696074674377,Easy
3.3,0,1,4.0,-0.37,STEM,3,3,0,2,1,3.7,65.7,0.27,0.37,18.959793255289263,Medium
3.2,0,1,4.0,0.74,STEM,9,4,1,2,0,1.9,75.0,0.21,0.27,9.028858226731085,Easy
3.1,5,1,4.0,0.55,STEM,3,9,1,0,0,4.5,62.8,0.27,0.4,31.268758642959533,Hard
1.1,2,0,1.0,-1.0,Social Science,6,6,1,0,1,2.1,76.7,0.12,0.2,15.301260370342415,Medium
1.0,0,0,1.0,-1.0,Humanities,9,8,0,2,1,2.0,75.2,0.14,0.22,14.084460107854994,Medium
2.4,1,0,3.0,0.1,Humanities,9,6,0,2,1,4.0,79.8,0.16,0.24,11.387620993288055,Easy
1.4,1,0,2.0,-1.0,Humanities,9,8,1,2,0,3.7,76.4,0.16,0.29,16.052332673329897,Medium
1.3,1,0,2.0,-0.57,STEM,3,4,1,0,0,4.0,74.2,0.16,0.26,16.73313718245732,Medium
1.9,5,0,2.0,-0.91,STEM,12,15,1,0,0,3.0,76.3,0.12,0.22,28.741875407174874,Hard
1.8,2,1,2.0,-0.47,Social Science,9,10,0,0,0,1.8,81.4,0.16,0.21,12.567425371482974,Easy
2.6,5,1,4.0,-1.0,Humanities,3,6,0,1,1,3.8,81.2,0.18,0.3,19.938142169914897,Medium
2.3,0,0,3.0,-0.7,Social Science,12,10,0,1,1,3.6,76.9,0.09,0.11,12.517241515871852,Easy
1.0,4,0,1.0,-1.0,Social Science,9,9,1,0,0,2.5,75.1,0.17,0.28,21.214818630330594,Medium
1.1,4,1,2.0,-1.0,Social Science,9,11,0,0,0,4.6,69.1,0.23,0.24,23.888645236285445,Medium
1.7,3,1,2.0,-0.02,Humanities,3,5,0,1,1,1.8,87.8,0.08,0.11,11.384565712978123,Easy
2.6,2,1,3.0,-0.03,Humanities,12,11,0,2,0,4.5,73.3,0.18,0.27,17.998060114975136,Medium
2.5,4,0,3.0,-0.23,Social Science,12,12,0,1,0,2.4,87.1,0.11,0.17,14.427350228520204,Medium
2.1,3,1,3.0,-1.0,STEM,9,9,0,1,1,2.8,70.6,0.26,0.34,28.472016649085774,Hard
2.1,0,1,3.0,-1.0,STEM,9,7,1,0,0,4.0,61.1,0.24,0.35,18.909867940654596,Medium
1.6,1,0,1.0,-0.38,Social Science,3,5,0,0,1,1.4,90.8,0.12,0.14,7.1981742921911325,Easy
1.0,2,0,1.0,-0.18,STEM,9,8,0,2,1,1.3,77.4,0.12,0.21,17.25426223213446,Medium
2.3,4,1,3.0,-1.0,STEM,6,11,0,0,1,3.8,66.9,0.21,0.3,31.81805449972654,Hard
3.6,4,0,4.0,0.72,Humanities,9,12,0,1,0,4.8,73.8,0.16,0.25,16.093147583184248,Medium
3.7,4,0,4.0,0.18,Social Science,9,12,1,1,0,4.2,74.7,0.18,0.29,18.38421124290451,Medium
1.8,3,1,3.0,-0.57,Social Science,9,12,0,1,0,4.8,61.0,0.3,0.4,26.741394082518458,Hard
1.9,0,1,4.0,0.29,Social Science,3,1,1,0,0,4.4,71.9,0.23,0.29,8.246588540215186,Easy
3.1,3,0,3.0,0.78,STEM,12,13,1,1,1,3.4,70.0,0.24,0.31,27.054288139943708,Hard
2.4,2,0,3.0,-0.08,Social Science,12,12,1,2,1,2.0,74.7,0.28,0.31,17.805050747193135,Medium
2.8,0,1,3.0,-0.08,Social Science,12,10,1,2,1,4.5,69.5,0.21,0.34,19.06733267183424,Medium
1.2,5,0,1.0,-1.0,STEM,12,16,0,2,1,2.9,75.9,0.2,0.24,38.153193173014394,Hard
1.7,4,0,3.0,-1.0,Humanities,9,11,1,1,1,2.0,86.4,0.1,0.16,21.004798942096663,Medium
3.7,4,0,4.0,0.27,Humanities,12,14,0,0,1,2.1,77.0,0.18,0.22,15.795422017106208,Medium
1.8,3,1,2.0,0.14,Social Science,6,6,0,2,1,2.2,80.7,0.15,0.22,14.787146318130374,Medium
1.5,3,1,3.0,0.39,Social Science,6,8,1,0,0,4.7,68.4,0.27,0.36,19.50974515291109,Medium
2.6,2,0,4.0,-0.03,Social Science,9,10,0,0,1,4.3,59.6,0.26,0.4,19.73996754801058,Medium
3.5,5,0,5.0,0.6,STEM,9,14,1,2,0,4.3,54.5,0.23,0.4,38.32907421730315,Hard
3.5,4,0,4.0,1.0,STEM,9,12,1,2,0,2.5,66.6,0.24,0.33,25.23906817993145,Hard
1.0,4,1,1.0,-1.0,Social Science,12,13,0,2,1,4.3,66.0,0.17,0.3,29.891300510847167,Hard
2.6,3,1,3.0,-0.4,Social Science,12,13,1,2,0,1.2,80.6,0.14,0.14,15.229074232251167,Medium
2.4,4,1,3.0,-1.0,STEM,3,7,1,0,0,4.3,63.2,0.25,0.36,28.986123570740254,Hard
3.1,2,1,4.0,0.06,Humanities,12,10,1,0,0,3.0,80.9,0.06,0.2,12.162874773756133,Easy
2.2,4,1,2.0,-1.0,STEM,3,6,1,2,0,2.3,70.3,0.19,0.28,26.222373828276343,Hard
1.3,5,1,3.0,-0.39,STEM,9,11,1,0,1,4.1,69.8,0.29,0.3,35.01874079378175,Hard
3.3,0,0,4.0,-0.39,STEM,3,2,0,0,1,4.1,65.4,0.29,0.35,14.914017829236176,Medium
1.0,1,1,1.0,-1.0,STEM,9,7,1,2,1,4.4,66.0,0.18,0.28,29.211636976156612,Hard
2.8,4,0,3.0,-0.88,Social Science,6,10,1,1,0,4.5,68.9,0.12,0.2,22.841900503620316,Medium
3.0,1,0,3.0,0.71,STEM,9,8,1,2,1,2.3,81.0,0.12,0.19,10.877188333369112,Easy
3.3,4,1,3.0,-0.55,Social Science,3,5,1,2,0,1.2,78.5,0.14,0.18,14.03441695652237,Medium
3.6,5,1,4.0,0.09,Humanities,3,9,0,0,0,2.2,79.2,0.11,0.2,12.741033449932191,Easy
5.0,4,1,5.0,1.0,Social Science,9,11,0,1,0,2.8,73.9,0.26,0.36,16.196895901826274,Medium
2.5,5,1,4.0,-0.56,Humanities,6,10,1,1,0,4.2,68.5,0.22,0.33,24.243557683689165,Medium
2.2,4,0,3.0,-0.28,STEM,3,5,0,2,0,2.6,75.8,0.14,0.25,20.84240757733235,Medium
2.6,5,0,3.0,0.65,Humanities,9,14,1,2,0,3.4,70.1,0.29,0.4,25.375945594215494,Hard
2.0,3,1,3.0,0.25,Humanities,6,9,1,2,0,4.1,64.8,0.18,0.3,20.975300780452404,Medium
1.7,0,0,2.0,-0.64,Humanities,9,6,0,2,1,1.6,92.0,0.01,0.0,7.0022623391956,Easy
3.3,3,0,5.0,0.37,STEM,9,13,0,2,0,4.6,60.2,0.25,0.33,31.08648183712035,Hard
3.6,5,1,5.0,0.8,Social Science,9,13,0,2,1,2.8,71.9,0.12,0.26,21.5996546758806,Medium
1.0,4,0,1.0,0.2,Humanities,9,10,1,2,1,2.7,77.6,0.23,0.25,22.32004977628484,Medium
1.8,5,0,2.0,-0.48,STEM,3,8,0,2,0,2.1,87.4,0.18,0.26,23.501194132868104,Medium
2.4,5,1,4.0,-0.23,STEM,12,17,1,2,1,4.9,61.1,0.23,0.4,44.72312686902942,Hard
2.4,3,1,2.0,-1.0,Social Science,3,7,0,2,0,2.1,88.3,0.02,0.09,13.320984009743121,Easy
3.1,3,0,4.0,0.62,Social Science,9,8,0,1,0,1.3,76.6,0.22,0.3,10.232156213115655,Easy
3.4,5,0,4.0,0.25,Humanities,9,9,0,1,0,1.6,89.1,0.12,0.2,9.211047290215797,Easy
3.1,4,1,4.0,-0.67,Social Science,9,11,0,2,0,1.8,87.8,0.04,0.1,14.016834086136491,Medium
3.0,5,1,4.0,-0.09,Social Science,9,11,0,2,1,1.8,86.3,0.05,0.1,14.487900379819632,Medium
3.2,5,1,4.0,0.46,STEM,12,15,0,2,0,4.5,69.6,0.24,0.38,34.60660730776756,Hard
1.0,1,0,1.0,-1.0,Humanities,9,8,0,1,0,4.8,60.9,0.26,0.4,19.180257504224443,Medium
4.3,5,1,5.0,0.23,Humanities,9,12,1,0,0,4.8,65.1,0.26,0.36,23.370931951456008,Medium
2.9,5,1,3.0,0.52,STEM,3,9,0,0,1,1.5,62.2,0.28,0.4,29.411915997211985,Hard
2.7,1,1,4.0,0.92,STEM,3,4,0,0,1,3.8,66.7,0.22,0.33,15.240615274718817,Medium
1.0,1,1,1.0,-1.0,Social Science,3,4,1,1,0,5.0,74.4,0.17,0.21,17.78552689155345,Medium
1.4,2,0,2.0,-0.92,STEM,9,10,1,2,1,3.1,65.4,0.29,0.4,31.751046532768346,Hard
3.3,1,0,4.0,0.28,Humanities,9,8,0,2,1,1.6,80.5,0.15,0.26,7.569795589432295,Easy
1.0,4,0,2.0,-0.91,Humanities,9,10,0,0,1,2.0,92.9,0.01,0.0,16.688170236441017,Medium
1.0,0,1,2.0,-0.41,Humanities,9,6,1,0,0,4.3,73.2,0.08,0.21,13.818324621293542,Medium
1.8,2,1,3.0,0.19,STEM,6,7,0,0,1,3.3,70.8,0.23,0.33,19.70968115651679,Medium
3.0,1,1,3.0,0.21,Humanities,9,7,1,2,0,3.8,81.2,0.16,0.18,11.00022952034883,Easy
2.4,1,1,3.0,-0.02,Social Science,9,7,1,1,1,2.1,82.9,0.03,0.11,10.595654344322174,Easy
1.0,4,1,1.0,-1.0,STEM,9,12,1,1,1,1.0,81.9,0.06,0.11,29.679436222579707,Hard
1.3,1,1,2.0,-0.57,STEM,12,11,0,2,1,1.8,76.7,0.16,0.18,23.196907326104167,Medium
4.4,1,1,5.0,-0.18,Humanities,6,5,0,0,0,4.0,73.0,0.26,0.33,9.508999658633826,Easy
3.8,2,1,4.0,-0.13,Social Science,3,4,1,2,1,1.0,85.5,0.11,0.14,6.188745610360858,Easy
1.8,5,0,2.0,-0.54,Social Science,3,8,1,1,1,1.8,82.7,0.06,0.12,17.63015350798292,Medium
1.6,1,1,2.0,-1.0,Humanities,3,3,0,2,0,2.9,81.0,0.11,0.16,13.422858011486285,Easy
3.9,1,0,4.0,0.86,STEM,12,10,1,1,0,1.1,70.4,0.23,0.35,13.550919906554046,Easy
1.0,1,1,1.0,-1.0,STEM,9,8,1,1,1,1.4,74.1,0.3,0.33,25.664544598232087,Hard
3.0,5,1,4.0,0.13,STEM,9,12,1,0,0,2.9,62.8,0.19,0.3,29.00147429327081,Hard
1.0,4,1,1.0,-0.94,STEM,9,12,1,2,0,1.8,65.9,0.22,0.29,34.170918744386405,Hard
1.4,5,1,2.0,-1.0,Humanities,9,11,0,1,1,2.6,79.6,0.22,0.25,25.008241206847106,Hard
3.7,0,0,4.0,0.79,Social Science,9,6,0,1,0,2.4,74.3,0.3,0.35,8.099710828882252,Easy
1.0,4,1,1.0,-1.0,Humanities,9,13,1,1,0,2.8,82.3,0.14,0.2,24.13198672023663,Medium
1.8,4,1,2.0,-0.56,Social Science,9,11,0,0,0,1.9,88.6,0.06,0.08,13.419430349194958,Easy
1.5,5,0,3.0,-0.87,Humanities,12,15,0,2,0,3.5,73.9,0.09,0.18,25.145965862597116,Hard
2.4,0,1,3.0,-0.35,Humanities,3,2,1,1,1,1.1,91.2,0.08,0.12,3.8093597893846782,Easy
1.9,5,1,3.0,-0.27,Humanities,12,14,0,2,0,1.9,82.2,0.18,0.23,21.138495109157326,Medium
3.7,2,1,4.0,0.35,Humanities,9,9,0,2,1,2.7,82.9,0.16,0.19,10.470104117679787,Easy
1.2,2,1,2.0,-0.23,STEM,9,8,1,2,1,4.0,56.6,0.26,0.4,32.34616057358145,Hard
1.3,4,0,2.0,-0.43,Social Science,12,13,0,2,1,1.8,90.2,0.09,0.07,19.055937767215973,Medium
1.0,0,1,1.0,-0.78,Humanities,9,5,1,1,1,1.2,88.1,0.07,0.05,8.897023063202493,Easy
1.0,2,1,1.0,-1.0,Social Science,9,10,1,2,0,3.4,74.5,0.16,0.31,21.42636045764924,Medium
2.0,1,1,3.0,-0.13,Social Science,12,9,0,2,0,2.4,83.0,0.13,0.14,10.98138487327796,Easy
2.6,4,0,4.0,0.55,Social Science,9,10,1,2,1,3.8,71.7,0.25,0.29,21.06218177300553,Medium
1.0,5,0,1.0,-0.72,STEM,12,15,1,0,1,1.5,71.9,0.2,0.26,31.80762655731746,Hard
3.1,4,1,3.0,-0.4,Social Science,9,11,0,2,0,1.5,77.9,0.08,0.13,17.635710622981488,Medium
1.1,1,0,3.0,0.21,Social Science,3,4,0,0,0,4.8,66.5,0.28,0.37,14.103195609852776,Medium
3.7,4,1,4.0,0.28,Humanities,9,12,0,1,0,2.0,82.7,0.11,0.15,12.551033984480032,Easy
2.9,0,0,3.0,-0.18,STEM,9,7,1,2,1,2.0,66.3,0.3,0.4,20.38154304116777,Medium
2.5,1,0,3.0,-0.4,Humanities,9,10,0,1,0,4.3,79.4,0.14,0.17,13.879850707766638,Medium
4.4,4,0,4.0,-0.07,Social Science,9,9,0,0,1,1.2,83.9,0.17,0.23,9.000075533259972,Easy
2.4,5,0,3.0,-0.22,STEM,3,8,0,0,0,1.4,75.9,0.19,0.2,18.92922733038905,Medium
3.0,1,1,3.0,-0.14,STEM,9,7,1,0,0,1.5,82.0,0.08,0.09,8.49086187421536,Easy
4.3,3,1,4.0,0.41,Social Science,9,10,0,0,1,1.6,94.0,0.07,0.05,1.5267120731109787,Easy
3.7,0,1,5.0,0.19,STEM,3,3,0,1,0,4.2,65.4,0.3,0.4,15.551359493864986,Medium
1.1,2,0,2.0,-1.0,Social Science,3,4,0,0,1,1.0,87.1,0.13,0.09,11.428234845862766,Easy
1.0,3,0,1.0,-1.0,Social Science,12,12,1,2,1,2.1,79.5,0.11,0.17,20.61894912076703,Medium
1.0,2,0,1.0,-0.91,STEM,12,10,0,2,0,4.2,59.2,0.29,0.39,30.51655913572351,Hard
4.1,2,0,4.0,0.58,Social Science,9,8,0,0,1,2.6,74.6,0.17,0.19,5.515748752690325,Easy
1.9,0,1,2.0,-0.06,Social Science,6,6,0,2,0,2.9,70.4,0.19,0.31,14.416366754337895,Medium
1.0,3,0,2.0,-0.37,Humanities,3,6,0,2,1,3.3,73.1,0.19,0.25,18.71423990034992,Medium
2.9,2,0,4.0,0.39,Humanities,9,9,0,0,1,4.0,76.8,0.2,0.26,11.514550478228491,Easy
1.0,3,1,1.0,-1.0,STEM,6,8,0,2,0,2.1,79.0,0.07,0.18,23.220392886637796,Medium
1.0,2,0,1.0,-1.0,STEM,9,8,0,1,1,1.7,70.7,0.18,0.27,23.804829075864824,Medium
2.2,4,1,3.0,-0.45,STEM,9,10,1,0,1,1.5,90.8,0.1,0.11,19.221638481665277,Medium
4.0,4,0,4.0,-0.07,STEM,3,8,0,0,1,2.5,73.6,0.16,0.25,16.763704576930074,Medium
1.0,2,0,1.0,-1.0,STEM,3,5,0,1,0,1.2,88.3,0.06,0.07,16.170808062690394,Medium
2.1,2,1,3.0,-1.0,Social Science,6,7,0,2,1,2.4,73.4,0.17,0.21,15.231784384361205,Medium
1.1,0,1,2.0,-0.89,STEM,9,7,0,2,0,1.9,72.4,0.25,0.34,19.925962319163506,Medium
